"Term","Frequency","Correlation"
"bottom",3,-0.0877315542795451
"twentyon",5,-0.0877645270553043
"laid",9,-0.0878271861368669
"trip",2,-0.0880178004712621
"abandon",3,-0.0881732778950818
"amount",9,-0.0885572958126166
"low",3,-0.0887804399279317
"constitut",4,-0.0888424692462927
"etobicok",3,-0.0889967021165311
"hereunto",33,-0.0894174348139453
"houseboat",1,-0.0896141086830829
"arctic",1,-0.0896141086830829
"conroy",1,-0.0896141086830829
"liard",1,-0.0896141086830829
"mcpherson",1,-0.0896141086830829
"norman",1,-0.0896141086830829
"wrigley",1,-0.0896141086830829
"afraid",1,-0.0896141086830829
"anthoni",1,-0.0896141086830829
"apt",1,-0.0896141086830829
"artilleri",1,-0.0896141086830829
"aylmer",1,-0.0896141086830829
"breynat",1,-0.0896141086830829
"bruce",1,-0.0896141086830829
"calm",1,-0.0896141086830829
"choos",1,-0.0896141086830829
"clerk",1,-0.0896141086830829
"coppermin",1,-0.0896141086830829
"exempt",1,-0.0896141086830829
"fitzgerald",1,-0.0896141086830829
"gras",1,-0.0896141086830829
"hare",1,-0.0896141086830829
"headquart",1,-0.0896141086830829
"heightofland",1,-0.0896141086830829
"hereinabov",1,-0.0896141086830829
"inaccess",1,-0.0896141086830829
"largest",1,-0.0896141086830829
"let",1,-0.0896141086830829
"loucheux",1,-0.0896141086830829
"moisan",1,-0.0896141086830829
"nwt",1,-0.0896141086830829
"omi",1,-0.0896141086830829
"prior",1,-0.0896141086830829
"regret",1,-0.0896141086830829
"schooner",1,-0.0896141086830829
"smallpox",1,-0.0896141086830829
"someon",1,-0.0896141086830829
"stormbound",1,-0.0896141086830829
"untru",1,-0.0896141086830829
"willow",1,-0.0896141086830829
"yukon",1,-0.0896141086830829
"liber",4,-0.0897860523799806
"twelv",17,-0.0899362194341061
"releas",24,-0.0901497260032333
"park",2,-0.0905087940447149
"anyon",3,-0.0906672715000056
"london",5,-0.0907636584322362
"straight",11,-0.0910353162090109
"oper",5,-0.0913468657961982
"lesser",2,-0.0915089811682188
"town",3,-0.0916758233718024
"meki",2,-0.0916979683759338
"june",12,-0.0920491937924174
"patent",4,-0.0921788937031861
"law",31,-0.0934286063353842
"parent",2,-0.0944698670302239
"turn",3,-0.0950568383288733
"sole",9,-0.0952492415170736
"fiftymil",3,-0.0954470896436875
"delin",2,-0.0954998431706769
"bound",23,-0.0957343186552474
"northeastern",3,-0.095764538108893
"bless",2,-0.0961942137285818
"easement",2,-0.0961942137285818
"acquiesc",1,-0.0962647944660477
"adept",1,-0.0962647944660477
"admiss",1,-0.0962647944660477
"allevi",1,-0.0962647944660477
"alli",1,-0.0962647944660477
"ansdel",1,-0.0962647944660477
"appar",1,-0.0962647944660477
"arisen",1,-0.0962647944660477
"aros",1,-0.0962647944660477
"artifici",1,-0.0962647944660477
"assidu",1,-0.0962647944660477
"assumpt",1,-0.0962647944660477
"avers",1,-0.0962647944660477
"belief",1,-0.0962647944660477
"boatmen",1,-0.0962647944660477
"bulk",1,-0.0962647944660477
"burden",1,-0.0962647944660477
"caribooeat",1,-0.0962647944660477
"cattlerais",1,-0.0962647944660477
"cereal",1,-0.0962647944660477
"character",1,-0.0962647944660477
"characterist",1,-0.0962647944660477
"cheapen",1,-0.0962647944660477
"clifford",1,-0.0962647944660477
"congeni",1,-0.0962647944660477
"consum",1,-0.0962647944660477
"corp",1,-0.0962647944660477
"counteract",1,-0.0962647944660477
"crossexamin",1,-0.0962647944660477
"deep",1,-0.0962647944660477
"deserv",1,-0.0962647944660477
"diseas",1,-0.0962647944660477
"disinclin",1,-0.0962647944660477
"dismiss",1,-0.0962647944660477
"dispens",1,-0.0962647944660477
"dispers",1,-0.0962647944660477
"dissatisfi",1,-0.0962647944660477
"dunvegan",1,-0.0962647944660477
"edward",1,-0.0962647944660477
"effici",1,-0.0962647944660477
"enhanc",1,-0.0962647944660477
"enlighten",1,-0.0962647944660477
"entail",1,-0.0962647944660477
"erad",1,-0.0962647944660477
"expedit",1,-0.0962647944660477
"extract",1,-0.0962647944660477
"fond",1,-0.0962647944660477
"fraught",1,-0.0962647944660477
"fruit",1,-0.0962647944660477
"furbear",1,-0.0962647944660477
"grade",1,-0.0962647944660477
"grasp",1,-0.0962647944660477
"habitat",1,-0.0962647944660477
"health",1,-0.0962647944660477
"hurri",1,-0.0962647944660477
"illdispos",1,-0.0962647944660477
"imposit",1,-0.0962647944660477
"impress",1,-0.0962647944660477
"incid",1,-0.0962647944660477
"incorpor",1,-0.0962647944660477
"inde",1,-0.0962647944660477
"indisposit",1,-0.0962647944660477
"intellect",1,-0.0962647944660477
"isol",1,-0.0962647944660477
"keen",1,-0.0962647944660477
"kinosayo",1,-0.0962647944660477
"lacomb",1,-0.0962647944660477
"lawmak",1,-0.0962647944660477
"lockheart",1,-0.0962647944660477
"machin",1,-0.0962647944660477
"macra",1,-0.0962647944660477
"magisteri",1,-0.0962647944660477
"manifest",1,-0.0962647944660477
"meantim",1,-0.0962647944660477
"messag",1,-0.0962647944660477
"messeng",1,-0.0962647944660477
"mix",1,-0.0962647944660477
"mower",1,-0.0962647944660477
"mowingmachin",1,-0.0962647944660477
"ness",1,-0.0962647944660477
"niham",1,-0.0962647944660477
"noninterfer",1,-0.0962647944660477
"nonpluss",1,-0.0962647944660477
"overland",1,-0.0962647944660477
"parliament",1,-0.0962647944660477
"phthisi",1,-0.0962647944660477
"pink",1,-0.0962647944660477
"plenti",1,-0.0962647944660477
"polit",1,-0.0962647944660477
"profess",1,-0.0962647944660477
"punctual",1,-0.0962647944660477
"rabbit",1,-0.0962647944660477
"rare",1,-0.0962647944660477
"reaper",1,-0.0962647944660477
"regist",1,-0.0962647944660477
"resembl",1,-0.0962647944660477
"safe",1,-0.0962647944660477
"safeguard",1,-0.0962647944660477
"scale",1,-0.0962647944660477
"scarc",1,-0.0962647944660477
"scrofula",1,-0.0962647944660477
"sicama",1,-0.0962647944660477
"sifton",1,-0.0962647944660477
"snyder",1,-0.0962647944660477
"speechmak",1,-0.0962647944660477
"sure",1,-0.0962647944660477
"sustain",1,-0.0962647944660477
"taciturn",1,-0.0962647944660477
"tarsatur",1,-0.0962647944660477
"tax",1,-0.0962647944660477
"taxat",1,-0.0962647944660477
"teepe",1,-0.0962647944660477
"thrown",1,-0.0962647944660477
"tradit",1,-0.0962647944660477
"trapper",1,-0.0962647944660477
"turbul",1,-0.0962647944660477
"undealt",1,-0.0962647944660477
"unforeseen",1,-0.0962647944660477
"unhesit",1,-0.0962647944660477
"unreason",1,-0.0962647944660477
"untrain",1,-0.0962647944660477
"untri",1,-0.0962647944660477
"unwis",1,-0.0962647944660477
"vaccin",1,-0.0962647944660477
"vari",1,-0.0962647944660477
"vermilion",1,-0.0962647944660477
"wabiscow",1,-0.0962647944660477
"wapiscow",1,-0.0962647944660477
"wealth",1,-0.0962647944660477
"yellowkn",1,-0.0962647944660477
"zealous",1,-0.0962647944660477
"sault",4,-0.0965444084234228
"descript",4,-0.096855686571449
"thirteen",3,-0.0973413451197017
"militari",3,-0.0976619178910514
"much",10,-0.0976774688886885
"fortyeight",2,-0.0976902174012988
"bond",2,-0.0981792633256177
"mari",5,-0.09820903213151
"ahalf",2,-0.0984703609786892
"buckquaquet",1,-0.0992582833041127
"cahgagewin",1,-0.0992582833041127
"cahgahkishins",1,-0.0992582833041127
"cahgogewin",1,-0.0992582833041127
"fiftyon",1,-0.0992582833041127
"pahtosh",1,-0.0992582833041127
"pinins",1,-0.0992582833041127
"pishikins",1,-0.0992582833041127
"snake",1,-0.0992582833041127
"witnessth",1,-0.0992582833041127
"lieut",2,-0.0993891920283947
"mode",2,-0.099401400325301
"weather",2,-0.099401400325301
"twentysix",2,-0.0994767671066866
"journey",4,-0.0996585851016523
"request",18,-0.0998806273090401
"far",10,-0.100043831646992
"delay",4,-0.100099913987629
"side",27,-0.100745001790134
"equit",2,-0.101595456909049
"eleven",4,-0.101902543211062
"born",2,-0.101941995039148
"brother",2,-0.101941995039148
"felt",2,-0.101941995039148
"fill",2,-0.101941995039148
"finish",2,-0.101941995039148
"revillon",2,-0.101941995039148
"train",2,-0.101941995039148
"toronto",3,-0.102639485348848
"rae",2,-0.102660694033114
"constabl",2,-0.102660694033114
"road",10,-0.102900320565002
"thursday",2,-0.103270579574272
"februari",4,-0.103459250286742
"otter",3,-0.103584014195013
"day",44,-0.103749249512596
"lockhart",2,-0.104183036706777
"told",5,-0.104190615530142
"arriv",6,-0.104247385160332
"apiec",3,-0.104817080188161
"deposit",2,-0.104905750773621
"mcdougal",2,-0.104905750773621
"saturday",4,-0.10492284418489
"near",19,-0.105033539472863
"animikinc",1,-0.105077540195606
"anottowin",1,-0.105077540195606
"basin",1,-0.105077540195606
"blandford",1,-0.105077540195606
"burwel",1,-0.105077540195606
"cheebican",1,-0.105077540195606
"chekateyan",1,-0.105077540195606
"decreas",1,-0.105077540195606
"depi",1,-0.105077540195606
"dorchest",1,-0.105077540195606
"eightychain",1,-0.105077540195606
"eightyeight",1,-0.105077540195606
"exhibit",1,-0.105077540195606
"fiftysix",1,-0.105077540195606
"fortynin",1,-0.105077540195606
"fortysix",1,-0.105077540195606
"fortytwo",1,-0.105077540195606
"givin",1,-0.105077540195606
"gore",1,-0.105077540195606
"greed",1,-0.105077540195606
"hillock",1,-0.105077540195606
"ironwood",1,-0.105077540195606
"kettl",1,-0.105077540195606
"mokeetchiwan",1,-0.105077540195606
"mshikinaibik",1,-0.105077540195606
"mukatwokijigo",1,-0.105077540195606
"negig",1,-0.105077540195606
"osawip",1,-0.105077540195606
"peetawtick",1,-0.105077540195606
"penessiwagum",1,-0.105077540195606
"postmark",1,-0.105077540195606
"punininc",1,-0.105077540195606
"quaikeegon",1,-0.105077540195606
"recompens",1,-0.105077540195606
"residu",1,-0.105077540195606
"saganash",1,-0.105077540195606
"shaioukima",1,-0.105077540195606
"share",1,-0.105077540195606
"shashawinibisi",1,-0.105077540195606
"shawanipiniss",1,-0.105077540195606
"shawnes",1,-0.105077540195606
"thenceforth",1,-0.105077540195606
"threw",1,-0.105077540195606
"underwood",1,-0.105077540195606
"wawanosh",1,-0.105077540195606
"cedar",1,-0.105077540195606
"onehalf",1,-0.105077540195606
"sombra",1,-0.105077540195606
"twentyf",13,-0.105260899519204
"seventyfour",4,-0.105324870009839
"schedul",4,-0.105840373221967
"intersect",15,-0.105989756632903
"harri",2,-0.106033017287453
"letter",5,-0.106088676652934
"sixteenth",3,-0.106506164324287
"campbel",2,-0.10667925098195
"distanc",11,-0.107691828730753
"gather",3,-0.108222665410591
"buffalo",2,-0.108692436265504
"northwestern",4,-0.108727977846124
"four",22,-0.109379707955832
"thereunto",5,-0.109779979481584
"aborigin",2,-0.109799215104266
"devot",2,-0.109799215104266
"mapl",3,-0.109925764422185
"resolut",3,-0.1099334705075
"cano",2,-0.109945630976155
"dogrib",2,-0.110323095719007
"entranc",3,-0.110367504652853
"tot",2,-0.110420638632794
"comput",2,-0.110484720563002
"signifi",3,-0.110821424734057
"credit",4,-0.111091058365345
"demand",14,-0.111126654863501
"athabasca",2,-0.111313806080122
"seventeenth",5,-0.111599086942621
"doth",7,-0.11186117580914
"creek",16,-0.112991015306559
"true",4,-0.113260320709666
"less",20,-0.113286171861876
"regul",11,-0.113293638859538
"toward",4,-0.113295025792267
"sand",3,-0.113429244397062
"organ",2,-0.113513208837587
"ranch",2,-0.113513208837587
"eighth",6,-0.113691935467571
"midland",2,-0.113786974410931
"vast",2,-0.114139795981921
"general",28,-0.114347525085519
"willing",3,-0.114383469721096
"indentur",8,-0.114546207012253
"profit",5,-0.115164257304992
"declar",11,-0.115265583680632
"conveni",10,-0.115373250557545
"cent",2,-0.115617070696304
"entrust",2,-0.115617070696304
"particular",8,-0.115683723583547
"see",6,-0.115762194899844
"bank",17,-0.115971941090843
"board",5,-0.11602448771339
"big",4,-0.11615883627097
"storm",2,-0.116197086345604
"slave",3,-0.116493765303839
"acquit",3,-0.117100807307236
"eastward",6,-0.117107023247648
"chain",6,-0.117127063343356
"absent",1,-0.117538637172715
"activ",1,-0.117538637172715
"address",1,-0.117538637172715
"asheweig",1,-0.117538637172715
"beauti",1,-0.117538637172715
"beaverston",1,-0.117538637172715
"brunswick",1,-0.117538637172715
"convers",1,-0.117538637172715
"crew",1,-0.117538637172715
"departur",1,-0.117538637172715
"eabamet",1,-0.117538637172715
"eqwan",1,-0.117538637172715
"familiar",1,-0.117538637172715
"frontag",1,-0.117538637172715
"halfpast",1,-0.117538637172715
"heart",1,-0.117538637172715
"heron",1,-0.117538637172715
"list",1,-0.117538637172715
"metal",1,-0.117538637172715
"moosone",1,-0.117538637172715
"nomin",1,-0.117538637172715
"oclock",1,-0.117538637172715
"pacif",1,-0.117538637172715
"precious",1,-0.117538637172715
"quinz",1,-0.117538637172715
"remark",1,-0.117538637172715
"sachigo",1,-0.117538637172715
"samuel",1,-0.117538637172715
"seen",1,-0.117538637172715
"severn",1,-0.117538637172715
"stay",1,-0.117538637172715
"temagami",1,-0.117538637172715
"thou",1,-0.117538637172715
"tuesday",1,-0.117538637172715
"yesno",1,-0.117538637172715
"abitibi",1,-0.117538637172715
"abod",1,-0.117538637172715
"absente",1,-0.117538637172715
"abut",1,-0.117538637172715
"accommod",1,-0.117538637172715
"accomplish",1,-0.117538637172715
"acreag",1,-0.117538637172715
"acut",1,-0.117538637172715
"adjourn",1,-0.117538637172715
"air",1,-0.117538637172715
"alex",1,-0.117538637172715
"allegi",1,-0.117538637172715
"allig",1,-0.117538637172715
"alon",1,-0.117538637172715
"alter",1,-0.117538637172715
"anchor",1,-0.117538637172715
"anglican",1,-0.117538637172715
"anyth",1,-0.117538637172715
"approach",1,-0.117538637172715
"armstrong",1,-0.117538637172715
"arthur",1,-0.117538637172715
"ascend",1,-0.117538637172715
"attawapiskat",1,-0.117538637172715
"austin",1,-0.117538637172715
"avoid",1,-0.117538637172715
"awrey",1,-0.117538637172715
"baggag",1,-0.117538637172715
"bant",1,-0.117538637172715
"barrett",1,-0.117538637172715
"barrier",1,-0.117538637172715
"benj",1,-0.117538637172715
"blind",1,-0.117538637172715
"bluff",1,-0.117538637172715
"brethren",1,-0.117538637172715
"bulmer",1,-0.117538637172715
"bunt",1,-0.117538637172715
"canoeist",1,-0.117538637172715
"castorum",1,-0.117538637172715
"chap",1,-0.117538637172715
"chapeleau",1,-0.117538637172715
"cheena",1,-0.117538637172715
"cheepi",1,-0.117538637172715
"cleanli",1,-0.117538637172715
"coaster",1,-0.117538637172715
"cockram",1,-0.117538637172715
"comment",1,-0.117538637172715
"commodi",1,-0.117538637172715
"communiti",1,-0.117538637172715
"companion",1,-0.117538637172715
"compet",1,-0.117538637172715
"comrad",1,-0.117538637172715
"conquest",1,-0.117538637172715
"conspicu",1,-0.117538637172715
"consumm",1,-0.117538637172715
"content",1,-0.117538637172715
"convert",1,-0.117538637172715
"cooper",1,-0.117538637172715
"copetequayah",1,-0.117538637172715
"cordial",1,-0.117538637172715
"corpor",1,-0.117538637172715
"crowd",1,-0.117538637172715
"currentrunningbothway",1,-0.117538637172715
"dali",1,-0.117538637172715
"danc",1,-0.117538637172715
"daniel",1,-0.117538637172715
"daughter",1,-0.117538637172715
"daylight",1,-0.117538637172715
"deepli",1,-0.117538637172715
"depot",1,-0.117538637172715
"depriv",1,-0.117538637172715
"desol",1,-0.117538637172715
"dialect",1,-0.117538637172715
"dick",1,-0.117538637172715
"dinorw",1,-0.117538637172715
"discourag",1,-0.117538637172715
"discoveri",1,-0.117538637172715
"dozen",1,-0.117538637172715
"drain",1,-0.117538637172715
"drever",1,-0.117538637172715
"drift",1,-0.117538637172715
"drive",1,-0.117538637172715
"duncan",1,-0.117538637172715
"dusk",1,-0.117538637172715
"electedmissabay",1,-0.117538637172715
"eloqu",1,-0.117538637172715
"embarrass",1,-0.117538637172715
"emblem",1,-0.117538637172715
"emin",1,-0.117538637172715
"encamp",1,-0.117538637172715
"energet",1,-0.117538637172715
"erron",1,-0.117538637172715
"esau",1,-0.117538637172715
"evelyn",1,-0.117538637172715
"everyth",1,-0.117538637172715
"exagger",1,-0.117538637172715
"exalt",1,-0.117538637172715
"exert",1,-0.117538637172715
"extol",1,-0.117538637172715
"facilit",1,-0.117538637172715
"fafard",1,-0.117538637172715
"fawn",1,-0.117538637172715
"feast",1,-0.117538637172715
"feder",1,-0.117538637172715
"fellow",1,-0.117538637172715
"fiftyfifth",1,-0.117538637172715
"fiftyfourth",1,-0.117538637172715
"fiftythre",1,-0.117538637172715
"financi",1,-0.117538637172715
"firstment",1,-0.117538637172715
"flourish",1,-0.117538637172715
"foreman",1,-0.117538637172715
"forenoon",1,-0.117538637172715
"friday",1,-0.117538637172715
"friendli",1,-0.117538637172715
"frres",1,-0.117538637172715
"function",1,-0.117538637172715
"generous",1,-0.117538637172715
"geo",1,-0.117538637172715
"gibson",1,-0.117538637172715
"glanc",1,-0.117538637172715
"goldi",1,-0.117538637172715
"goodwin",1,-0.117538637172715
"gordon",1,-0.117538637172715
"gratifi",1,-0.117538637172715
"grey",1,-0.117538637172715
"groundless",1,-0.117538637172715
"guid",1,-0.117538637172715
"haileyburi",1,-0.117538637172715
"headwat",1,-0.117538637172715
"heaven",1,-0.117538637172715
"heavi",1,-0.117538637172715
"herbert",1,-0.117538637172715
"hesit",1,-0.117538637172715
"hog",1,-0.117538637172715
"holm",1,-0.117538637172715
"horsepow",1,-0.117538637172715
"hymn",1,-0.117538637172715
"ice",1,-0.117538637172715
"idea",1,-0.117538637172715
"impedi",1,-0.117538637172715
"indetermin",1,-0.117538637172715
"influenti",1,-0.117538637172715
"innenew",1,-0.117538637172715
"instanc",1,-0.117538637172715
"interv",1,-0.117538637172715
"interven",1,-0.117538637172715
"intitul",1,-0.117538637172715
"involv",1,-0.117538637172715
"isaac",1,-0.117538637172715
"iserhoff",1,-0.117538637172715
"ishkaqua",1,-0.117538637172715
"islet",1,-0.117538637172715
"jabez",1,-0.117538637172715
"jesus",1,-0.117538637172715
"job",1,-0.117538637172715
"joe",1,-0.117538637172715
"kaquaquakechewaig",1,-0.117538637172715
"katchang",1,-0.117538637172715
"kenneth",1,-0.117538637172715
"kenogami",1,-0.117538637172715
"kenora",1,-0.117538637172715
"kerebesquashes",1,-0.117538637172715
"kitchesagi",1,-0.117538637172715
"klock",1,-0.117538637172715
"laden",1,-0.117538637172715
"ladi",1,-0.117538637172715
"lagoon",1,-0.117538637172715
"latchford",1,-0.117538637172715
"legal",1,-0.117538637172715
"lien",1,-0.117538637172715
"liskeard",1,-0.117538637172715
"litani",1,-0.117538637172715
"lofti",1,-0.117538637172715
"lookedfor",1,-0.117538637172715
"loui",1,-0.117538637172715
"lth",1,-0.117538637172715
"lucrat",1,-0.117538637172715
"luke",1,-0.117538637172715
"macmartin",1,-0.117538637172715
"magnific",1,-0.117538637172715
"mailcarri",1,-0.117538637172715
"mainten",1,-0.117538637172715
"marten",1,-0.117538637172715
"mass",1,-0.117538637172715
"masteri",1,-0.117538637172715
"matachewan",1,-0.117538637172715
"mayest",1,-0.117538637172715
"mayn",1,-0.117538637172715
"mccaig",1,-0.117538637172715
"mccool",1,-0.117538637172715
"mckenzi",1,-0.117538637172715
"meindl",1,-0.117538637172715
"mere",1,-0.117538637172715
"metagami",1,-0.117538637172715
"michipicoten",1,-0.117538637172715
"miller",1,-0.117538637172715
"milligan",1,-0.117538637172715
"mingl",1,-0.117538637172715
"ministr",1,-0.117538637172715
"misadventur",1,-0.117538637172715
"misconcept",1,-0.117538637172715
"miss",1,-0.117538637172715
"missinaibi",1,-0.117538637172715
"montizambert",1,-0.117538637172715
"moonia",1,-0.117538637172715
"morrow",1,-0.117538637172715
"mowat",1,-0.117538637172715
"nathaniel",1,-0.117538637172715
"newatchkigigswab",1,-0.117538637172715
"newli",1,-0.117538637172715
"ninetyfour",1,-0.117538637172715
"nourish",1,-0.117538637172715
"nowher",1,-0.117538637172715
"nun",1,-0.117538637172715
"occasion",1,-0.117538637172715
"ojibeway",1,-0.117538637172715
"older",1,-0.117538637172715
"omakess",1,-0.117538637172715
"onasburg",1,-0.117538637172715
"ooskinegisk",1,-0.117538637172715
"ordinarili",1,-0.117538637172715
"ostama",1,-0.117538637172715
"outlook",1,-0.117538637172715
"outpost",1,-0.117538637172715
"oven",1,-0.117538637172715
"overlook",1,-0.117538637172715
"owner",1,-0.117538637172715
"page",1,-0.117538637172715
"paragrapha",1,-0.117538637172715
"parkinson",1,-0.117538637172715
"patricia",1,-0.117538637172715
"patterson",1,-0.117538637172715
"paukumjeesenaneseepe",1,-0.117538637172715
"paylist",1,-0.117538637172715
"peculiar",1,-0.117538637172715
"pedlar",1,-0.117538637172715
"peeketay",1,-0.117538637172715
"pelham",1,-0.117538637172715
"penatouch",1,-0.117538637172715
"penetr",1,-0.117538637172715
"perhap",1,-0.117538637172715
"personnel",1,-0.117538637172715
"perth",1,-0.117538637172715
"pic",1,-0.117538637172715
"pin",1,-0.117538637172715
"piti",1,-0.117538637172715
"plot",1,-0.117538637172715
"port",1,-0.117538637172715
"poverti",1,-0.117538637172715
"prayer",1,-0.117538637172715
"presbyteri",1,-0.117538637172715
"procedur",1,-0.117538637172715
"pronounc",1,-0.117538637172715
"proposit",1,-0.117538637172715
"prospect",1,-0.117538637172715
"pupil",1,-0.117538637172715
"qualiti",1,-0.117538637172715
"quarterpast",1,-0.117538637172715
"quatchequan",1,-0.117538637172715
"quick",1,-0.117538637172715
"quise",1,-0.117538637172715
"quot",1,-0.117538637172715
"rainstorm",1,-0.117538637172715
"ramsden",1,-0.117538637172715
"ranger",1,-0.117538637172715
"recept",1,-0.117538637172715
"rectangl",1,-0.117538637172715
"reli",1,-0.117538637172715
"rememb",1,-0.117538637172715
"remot",1,-0.117538637172715
"result",1,-0.117538637172715
"resum",1,-0.117538637172715
"revenu",1,-0.117538637172715
"righteous",1,-0.117538637172715
"robinsonsuperior",1,-0.117538637172715
"sailboat",1,-0.117538637172715
"sang",1,-0.117538637172715
"seedgrain",1,-0.117538637172715
"seri",1,-0.117538637172715
"seybold",1,-0.117538637172715
"shemeket",1,-0.117538637172715
"sing",1,-0.117538637172715
"sixmil",1,-0.117538637172715
"size",1,-0.117538637172715
"skunk",1,-0.117538637172715
"slight",1,-0.117538637172715
"societi",1,-0.117538637172715
"solitud",1,-0.117538637172715
"someth",1,-0.117538637172715
"somewhat",1,-0.117538637172715
"spend",1,-0.117538637172715
"spoke",1,-0.117538637172715
"spokesman",1,-0.117538637172715
"sportsmen",1,-0.117538637172715
"stake",1,-0.117538637172715
"stalwart",1,-0.117538637172715
"statur",1,-0.117538637172715
"statutori",1,-0.117538637172715
"steamer",1,-0.117538637172715
"straggler",1,-0.117538637172715
"strength",1,-0.117538637172715
"suicid",1,-0.117538637172715
"sunday",1,-0.117538637172715
"swain",1,-0.117538637172715
"swift",1,-0.117538637172715
"syllab",1,-0.117538637172715
"taquahtagama",1,-0.117538637172715
"task",1,-0.117538637172715
"taylor",1,-0.117538637172715
"tempor",1,-0.117538637172715
"teppais",1,-0.117538637172715
"thick",1,-0.117538637172715
"tide",1,-0.117538637172715
"toaccompani",1,-0.117538637172715
"tom",1,-0.117538637172715
"transcontinent",1,-0.117538637172715
"tremayn",1,-0.117538637172715
"trudel",1,-0.117538637172715
"unacquaint",1,-0.117538637172715
"uncertainti",1,-0.117538637172715
"unimport",1,-0.117538637172715
"uniqu",1,-0.117538637172715
"unnam",1,-0.117538637172715
"unproduct",1,-0.117538637172715
"unsurvey",1,-0.117538637172715
"util",1,-0.117538637172715
"vanass",1,-0.117538637172715
"vic",1,-0.117538637172715
"vigor",1,-0.117538637172715
"violent",1,-0.117538637172715
"volunt",1,-0.117538637172715
"walter",1,-0.117538637172715
"ward",1,-0.117538637172715
"wast",1,-0.117538637172715
"waterpow",1,-0.117538637172715
"wawaashkung",1,-0.117538637172715
"weak",1,-0.117538637172715
"weigh",1,-0.117538637172715
"weight",1,-0.117538637172715
"wekemow",1,-0.117538637172715
"welcom",1,-0.117538637172715
"wesley",1,-0.117538637172715
"wherein",1,-0.117538637172715
"whitehead",1,-0.117538637172715
"wife",1,-0.117538637172715
"windigo",1,-0.117538637172715
"windstorm",1,-0.117538637172715
"winisk",1,-0.117538637172715
"workshop",1,-0.117538637172715
"world",1,-0.117538637172715
"worthi",1,-0.117538637172715
"wunnumin",1,-0.117538637172715
"yes",1,-0.117538637172715
"biscotas",1,-0.117538637172715
"chapleau",1,-0.117538637172715
"factori",1,-0.117538637172715
"mattagami",1,-0.117538637172715
"missabay",1,-0.117538637172715
"osnaburg",1,-0.117538637172715
"timiskam",1,-0.117538637172715
"sold",32,-0.11772522374262
"suffici",7,-0.118089104530741
"severalti",2,-0.118242852051993
"appris",2,-0.118242852051993
"arduous",2,-0.118242852051993
"athabaska",2,-0.118242852051993
"bad",2,-0.118242852051993
"danger",2,-0.118242852051993
"effort",2,-0.118242852051993
"factor",2,-0.118242852051993
"guarante",2,-0.118242852051993
"nonalien",2,-0.118242852051993
"summari",2,-0.118242852051993
"unfavour",2,-0.118242852051993
"instead",3,-0.118914101162851
"brief",2,-0.11899016326285
"equip",3,-0.11936075275649
"opinion",5,-0.119653829237707
"ash",2,-0.119737514077407
"pigeon",3,-0.119817243704789
"anticip",2,-0.119888358358485
"autumn",2,-0.119888358358485
"began",2,-0.119888358358485
"celebr",2,-0.119888358358485
"commerci",2,-0.119888358358485
"compel",2,-0.119888358358485
"destin",2,-0.119888358358485
"food",2,-0.119888358358485
"frank",2,-0.119888358358485
"gentlemen",2,-0.119888358358485
"gratitud",2,-0.119888358358485
"holiday",2,-0.119888358358485
"hour",2,-0.119888358358485
"light",2,-0.119888358358485
"paddl",2,-0.119888358358485
"postpon",2,-0.119888358358485
"repeat",2,-0.119888358358485
"spent",2,-0.119888358358485
"stead",2,-0.119888358358485
"supt",2,-0.119888358358485
"system",2,-0.119888358358485
"talk",2,-0.119888358358485
"track",2,-0.119888358358485
"via",2,-0.119888358358485
"evid",3,-0.119913025441688
"chipewyan",2,-0.119919128257965
"brave",1,-0.120115190766608
"distinguish",1,-0.120115190766608
"drunken",1,-0.120115190766608
"femal",1,-0.120115190766608
"inventori",1,-0.120115190766608
"kakekapenai",1,-0.120115190766608
"kewetayash",1,-0.120115190766608
"male",1,-0.120115190766608
"miskookenew",1,-0.120115190766608
"nanawananaw",1,-0.120115190766608
"nashakepenai",1,-0.120115190766608
"oozawekwun",1,-0.120115190766608
"parish",1,-0.120115190766608
"quill",1,-0.120115190766608
"quilland",1,-0.120115190766608
"sheet",1,-0.120115190766608
"socal",1,-0.120115190766608
"suppos",1,-0.120115190766608
"tail",1,-0.120115190766608
"unsatisfactori",1,-0.120115190766608
"wakowush",1,-0.120115190766608
"whippoorwil",1,-0.120115190766608
"buggi",1,-0.120115190766609
"roseau",1,-0.120115190766609
"fiftyeight",2,-0.120142461789579
"distress",2,-0.120718074991575
"also",31,-0.120790244210561
"octob",14,-0.120904582660208
"pike",2,-0.121100772487831
"rein",2,-0.121100772487831
"doubt",2,-0.121300603967327
"fort",18,-0.121321940765488
"rule",4,-0.121343975522078
"often",2,-0.122500308354846
"starvat",2,-0.122500308354846
"vicin",6,-0.122899413316701
"eighti",7,-0.123062621789117
"month",11,-0.123519912711945
"edmonton",2,-0.123695238617653
"imposs",5,-0.124116573820455
"mckenna",2,-0.125022147469428
"argument",2,-0.125022147469428
"chariti",2,-0.125022147469428
"fed",2,-0.125022147469428
"figur",2,-0.125022147469428
"hunter",2,-0.125022147469428
"indig",2,-0.125022147469428
"intim",2,-0.125022147469428
"irrespect",2,-0.125022147469428
"leader",2,-0.125022147469428
"notion",2,-0.125022147469428
"oratori",2,-0.125022147469428
"physician",2,-0.125022147469428
